1.022887826	0.0005490139	5.490139E-005
1.4041714785	0.0010491397	0.000104914
2.3101297001	0.0058997463	0.0005899746
2.586880772	0.0033982083	0.0003398208
3.4716868189	0.0014677993	0.0001467799
4.2559118978	0.0036517413	0.0003651741
4.5548770494	0.0034807006	0.0003480701
6.112808439	0.0048696753	0.0004869675
6.6919521288	0.0066514551	0.0006651455
7.49364085	0.0053600232	0.0005360023
8.3913710242	0.0041170234	0.0004117023
9.1863917786	0.0034807006	0.0003480701
9.1863917786	0.0039241898	0.000392419
11.782923858	0.0074989421	0.0007498942
12.6106392106	0.0073212179	0.0007321218
12.8992693262	0.0064938163	0.0006493816
13.8054046274	0.0052329911	0.0005232991
14.7751932381	0.0093057204	0.000930572
15.8131066141	0.0080584219	0.0008058422
18.5273483776	0.0063399135	0.0006339914
19.8288394913	0.0068129207	0.0006812921
20.2826785187	0.0086596432	0.0008659643
21.7074763536	0.0063399135	0.0006339914
24.8643663238	0.009763001	0.0009763001
28.4803586844	0.0078674381	0.0007867438
28.4803586844	0.0090851758	0.0009085176
31.1786634289	0.009763001	0.0009763001
32.6222200971	0.0112741377	0.0011274138
34.9138340238	0.0086596432	0.0008659643
40.9066214463	0.0078674381	0.0007867438
41.842885079	0.0076809806	0.0007680981
43.7801899257	0.0084544105	0.0008454411
58.7545858077	0.0060429639	0.0006042964
64.321151152	0.0060429639	0.0006042964
72.0267563959	0.0047542644	0.0004754264
77.0864217883	0.004216965	0.0004216965
78.8507623948	0.0038311868	0.0003831187
92.3851068847	0.0032390427	0.0003239043
92.3851068847	0.0037403881	0.0003740388
92.3851068847	0.0023151724	0.0002315172
94.4996011333	0.0026735194	0.0002673519
96.6624915582	0.003087332	0.0003087332
110.7199916158	0.002260303	0.0002260303
115.8462723678	0.0024289393	0.0002428939
123.9841284155	0.0021033748	0.0002103375
126.8218555697	0.0019573418	0.0001957342
148.5902016198	0.0016949882	0.0001694988
166.3911491508	0.0012710618	0.0001271062
170.1994808155	0.0015773086	0.0001577309
182.1554880825	0.0015773086	0.0001577309
190.5891969258	0.0013990503	0.000139905
218.3063352239	0.001154782	0.0001154782
238.9892566231	0.0008454411	8.454411E-005
244.4592011373	0.0009763001	0.00009763
306.5395295057	0.0010242752	0.0001024275
335.5818978272	0.0008659643	8.659643E-005
343.2626379033	0.0009085176	9.085176E-005
359.1555279574	0.0006042964	6.042964E-005
359.1555279574	0.0007680981	7.680981E-005
384.3851354843	0.0006493816	6.493816E-005
430.4340643764	0.0004987888	4.987888E-005
460.6707770678	0.0003317671	3.317671E-005
481.9996057916	0.0004424186	4.424186E-005
504.3159487171	0.0005232991	5.232991E-005
527.6655272628	0.0003317671	3.317671E-005
552.0961797258	0.000273842	2.73842E-005
618.2367126831	0.0003651741	3.651741E-005
661.666002797	0.0003317671	3.317671E-005
740.9328835902	0.000273842	2.73842E-005
740.9328835903	0.0002004857	2.004857E-005
775.2377089809	0.000273842	2.73842E-005
811.1308307897	0.0002804895	0.000028049
972.1090532098	0.0001539927	1.539927E-005
1088.5666800383	0.0001736134	1.736134E-005
1138.9667779579	0.0001467799	0.000014678
1790.8996561412	7.14770576794185e-05	7.14770576794185E-006
