18.4019931568	0.0229411454	0.0022941145
20.5832293635	0.0299480185	0.0029948018
21.9048629614	0.0399048022	0.0039904802
26.4010756548	0.0428735486	0.0042873549
28.0962687651	0.05	0.005
29.5304639566	0.05	0.005
38.8319490521	0.0577163077	0.0057716308
41.842885079	0.0607517414	0.0060751741
46.2237169234	0.0559683399	0.005596834
48.5832413534	0.0510357006	0.0051035701
53.6697694554	0.0470173096	0.004701731
60.783231283	0.0411510838	0.0041151084
65.4962169912	0.0367628233	0.0036762823
70.5746362872	0.0338682339	0.0033868234
77.9636013041	0.0299480185	0.0029948018
82.9695852083	0.0229411454	0.0022941145
97.541445933	0.0179376762	0.0017937676
103.8045084413	0.0168676255	0.0016867626
117.5628945089	0.0149152141	0.0014915214
131.497930778	0.0129211437	0.0012921144
148.9268394632	0.0109665076	0.0010966508
158.4893192461	0.01	0.001
175.0827031736	0.0087523263	0.0008752326
