7.5979527882	0.0020821812	0.0002082181
8.5624391503	0.0030302711	0.0003030271
9.6755517913	0.0029286446	0.0002928645
13.504798356	0.0039810717	0.0003981072
14.5846167331	0.0035938137	0.0003593814
15.7258872727	0.0041192184	0.0004119218
17.2540030313	0.0034145489	0.0003414549
22.7010587344	0.0034732876	0.0003473288
28.5999302685	0.0024694065	0.0002469407
30.4468116052	0.0019448624	0.0001944862
34.4282063927	0.001696796	0.0001696796
39.4570490233	0.0019448624	0.0001944862
43.2765016307	0.001696796	0.0001696796
48.1297426343	0.0018165998	0.00018166
55.0727754116	0.0026437612	0.0002643761
58.5167048738	0.0027825594	0.0002782559
66.2659096978	0.0019448624	0.0001944862
72.8613030721	0.0011659144	0.0001165914
78.4829954364	0.0015580902	0.000155809
82.4076677628	0.0009830884	9.83088447399483E-005
