23	0.00275	0.00011
35	0.00887	0.0002
48	0.01488	0.00032
58	0.02237	0.00046
63	0.02462	0.0005
73	0.02885	0.00059
85	0.03114	0.00068
91	0.03242	0.00069
115	0.03907	0.00079
129	0.04737	0.00095
132	0.04881	0.00098
142	0.05269	0.00106
157	0.05281	0.00106
161	0.05084	0.00102
181	0.04519	0.00091
201	0.0401	0.00081
214	0.03965	0.0008
227	0.03645	0.00073
242	0.03653	0.00074
255	0.03456	0.0007
266	0.03337	0.00068
285	0.03312	0.00067
300	0.03319	0.00067
326	0.0329	0.00066
337	0.03166	0.00064
351	0.0309	0.00063
368	0.02873	0.00058
410	0.02388	0.0005
424	0.02296	0.00047
434	0.02098	0.00043
493	0.0162	0.00034
533	0.0146	0.00033
646	0.01082	0.00023
702	0.01021	0.00023
779	0.00849	0.00021
820	0.00756	0.00021
902	0.00823	0.0002
978	0.00783	0.00008
