3.87	0.00025	0.00002
4.76	0.00034	0.00002
5	0.00034	0.00002
5.79	0.00061	0.00002
6.78	0.00082	0.00002
7.77	0.00148	0.00002
9.79	0.00147	0.00002
14.98	0.0018	0.00003
22.78	0.0021	0.00001
35.86	0.00462	0.00002
50.65	0.00484	0.00003
67.61	0.00586	0.00003
94.64	0.00906	0.00003
111.62	0.0091	0.00003
126.51	0.0091	0.00003
143.62	0.01171	0.00003
164.38	0.01293	0.00005
174.47	0.01283	0.00006
197.41	0.01329	0.00003
213.32	0.01243	0.00004
245.23	0.01217	0.00005
302.95	0.01205	0.00005
383.92	0.01224	0.00003
453.66	0.01112	0.00003
582.31	0.0089	0.00003
